control_id,control,expected,current,status,evidence_source,hard_stop_if
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-015,changed_path_scope,EXACT_9_PATHS,EXACT_9_PATHS,PASS,package_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-016,changed_path_count,9,9,PASS,package_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-017,changed_path_sequence_sha256,414cd0d429832d7d349dd32a0d458353339b58cb0ba88a89a297a3add96450ff,414cd0d429832d7d349dd32a0d458353339b58cb0ba88a89a297a3add96450ff,PASS,package_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-018,package_path_count,8,8,PASS,package_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-019,manifest_member_count,7,7,PASS,package_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-020,manifest_self_excluded,true,true,PASS,package_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-021,source_authorization_review_record_id,PMAI-P0-04-ARR-V3-ACT-SRBE-REBIND-V4-AUTH-REV-20260827,PMAI-P0-04-ARR-V3-ACT-SRBE-REBIND-V4-AUTH-REV-20260827,PASS,source_authorization_review,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-022,source_authorization_review_main_sha256,0070eba77fceee826d78151d68f2d9a1cdd16cb8a027b1e2155c7cdb6cf224d8,0070eba77fceee826d78151d68f2d9a1cdd16cb8a027b1e2155c7cdb6cf224d8,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-023,source_authorization_review_active_pointer_sha256,da27b4576bb316e83d2d5e6e266661bb01c7bf4bcb28c82c2cd6e815c1b12121,da27b4576bb316e83d2d5e6e266661bb01c7bf4bcb28c82c2cd6e815c1b12121,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-024,source_authorization_review_checklist_sha256,618cdf514fc6873b104e9ff74d0fd51b349063c3e8ce59e6e97e30dfc1a5a064,618cdf514fc6873b104e9ff74d0fd51b349063c3e8ce59e6e97e30dfc1a5a064,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-025,source_authorization_review_go_no_go_sha256,212e408dfbd4a25e64f69e0901cd5d5e6525f97ad467561508a7fc06755eda51,212e408dfbd4a25e64f69e0901cd5d5e6525f97ad467561508a7fc06755eda51,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-026,source_authorization_review_locked_baseline_sha256,72920802e1de0c43a09a72d998c09fc7a9a8818cc9486fcca3b9757587862819,72920802e1de0c43a09a72d998c09fc7a9a8818cc9486fcca3b9757587862819,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-027,source_authorization_review_package_manifest_sha256,9731c13d92de806bd26992f8cab24e8101cc89d0aaaa2fd9520eb904133405d7,9731c13d92de806bd26992f8cab24e8101cc89d0aaaa2fd9520eb904133405d7,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-028,source_authorization_review_test_matrix_sha256,a21e810f754755b243e5fb238dd3652642ee0a3af6bbb10e2bd354d8b0b627c4,a21e810f754755b243e5fb238dd3652642ee0a3af6bbb10e2bd354d8b0b627c4,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-029,source_authorization_review_validator_sha256,aab8a648154e23dc4dd9b73b3f8a9ad0c6788ecb74b7000a888d9a05df360d8b,aab8a648154e23dc4dd9b73b3f8a9ad0c6788ecb74b7000a888d9a05df360d8b,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-030,collection_execution_authorization_record_id,PMAI-P0-04-ARR-V3-SRBE-COLLECT-REVIEW-V4-EXEC-AUTH-V1-20260827,PMAI-P0-04-ARR-V3-SRBE-COLLECT-REVIEW-V4-EXEC-AUTH-V1-20260827,PASS,authorization_document,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-031,collection_execution_authorization_record_sha256,4ccd131dd2da45fbe3016f3a9a5d0ea253cbf821c95cd7e80e5a46438459a2dc,4ccd131dd2da45fbe3016f3a9a5d0ea253cbf821c95cd7e80e5a46438459a2dc,PASS,authorization_document,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-032,authorization_record_scope,REPOSITORY_STATIC_AUTHORIZATION_ENVELOPE_ONLY,REPOSITORY_STATIC_AUTHORIZATION_ENVELOPE_ONLY,PASS,authorization_document,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-033,authorization_record_only,true,true,PASS,current_boundary,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-034,review_status,PROPOSED_APPROVE_FUTURE_SINGLE_USE_SRBE_COLLECTION_AND_OFFLINE_REVIEW_ACTION_ENVELOPE,PROPOSED_APPROVE_FUTURE_SINGLE_USE_SRBE_COLLECTION_AND_OFFLINE_REVIEW_ACTION_ENVELOPE,PASS,authorization_document,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-035,current_execution_decision,HOLD_NO_RUNTIME_COLLECTION_OR_EXTERNAL_EXECUTION,HOLD_NO_RUNTIME_COLLECTION_OR_EXTERNAL_EXECUTION,PASS,current_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-036,current_collection_execution_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-037,current_external_execution_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-038,current_runtime_evidence_collection_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-039,post_effective_gate_collection_execution_eligible,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-040,post_effective_gate_collection_execution_authorized,false,false,PASS,proposed_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-041,separate_action_time_confirmation_required,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-042,one_time_action_confirmation_present,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-043,current_collection_attempts_authorized,0,0,PASS,current_authority,nonzero
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-044,post_confirmation_collection_attempts_authorized,1,1,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-045,collection_attempts_consumed,0,0,PASS,current_boundary,nonzero
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-046,authorization_reuse_allowed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-047,manual_retry,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-048,automatic_retry,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-049,target_logical_name,pet-med-ai-db-p0-04-fresh-disposable-restore-v4-ohio,pet-med-ai-db-p0-04-fresh-disposable-restore-v4-ohio,PASS,sanitized_provenance,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-050,target_contract_identity_sha256,e1cba6bc207fa4654d3155ef4abd8d818d8fd4323ce990446bc680fd15522529,e1cba6bc207fa4654d3155ef4abd8d818d8fd4323ce990446bc680fd15522529,PASS,sanitized_provenance,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-051,target_service_identifier_sha256,3f0ed4e1cb1bbef10babb4d3ba7fa9ec03e048d7d30595389f30d0871bcdb4fe,3f0ed4e1cb1bbef10babb4d3ba7fa9ec03e048d7d30595389f30d0871bcdb4fe,PASS,sanitized_provenance,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-052,target_hashes_are_sanitized_provenance_only,true,true,PASS,sanitized_provenance,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-053,target_live_metadata_revalidation,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-054,target_live_revalidation_required_at_action_time,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-055,restore_runner_v3_implementation_candidate_sha256,91b9ba1da8cc290fd94a17b4c57c673be0a805ae25f1ddb0ace69922ff9e2081,91b9ba1da8cc290fd94a17b4c57c673be0a805ae25f1ddb0ace69922ff9e2081,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-056,collector_contract_sha256,1d4ce179cbd4ead48b6af7e3165bf7dd4e94eeef306c64cdcd40fa7788150a54,1d4ce179cbd4ead48b6af7e3165bf7dd4e94eeef306c64cdcd40fa7788150a54,PASS,repository_hash,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-057,planned_active_runner_path_present,false,false,PASS,repository_scan,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-058,active_0010_migration_present,false,false,PASS,repository_scan,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-059,successor_activation_authorization_record_id,UNBOUND,UNBOUND,PASS,runtime_binding,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-060,successor_activation_authorization_record_sha256,UNBOUND,UNBOUND,PASS,runtime_binding,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-061,expected_active_source_sha256,UNBOUND,UNBOUND,PASS,runtime_binding,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-062,expected_target_identity_sha256,UNBOUND,UNBOUND,PASS,runtime_binding,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-063,forbidden_production_identity_sha256,UNBOUND,UNBOUND,PASS,runtime_binding,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-064,forbidden_staging_identity_sha256,UNBOUND,UNBOUND,PASS,runtime_binding,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-065,expected_schema_manifest_sha256,UNBOUND,UNBOUND,PASS,runtime_binding,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-066,source_observation_bundle_sha256,UNBOUND,UNBOUND,PASS,runtime_evidence,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-067,target_available_recheck_evidence_sha256,UNBOUND,UNBOUND,PASS,runtime_evidence,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-068,target_lifecycle_evidence_sha256,UNBOUND,UNBOUND,PASS,runtime_evidence,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-069,target_application_attachment_recheck_evidence_sha256,UNBOUND,UNBOUND,PASS,runtime_evidence,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-070,target_open_connection_recheck_evidence_sha256,UNBOUND,UNBOUND,PASS,runtime_evidence,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-071,target_network_lockdown_recheck_evidence_sha256,UNBOUND,UNBOUND,PASS,runtime_evidence,populated
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-072,runtime_evidence_collected,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-073,srbe_collection_evidence_complete,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-074,runtime_binding_contract_complete,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-075,evidence_complete,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-076,collection_phase_output_schema_sha256,5653dd33e114a6280c2f99d6fe3dbccb41f50b7cc483cf007575e51f9dd44683,5653dd33e114a6280c2f99d6fe3dbccb41f50b7cc483cf007575e51f9dd44683,PASS,authorization_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-077,collection_phase_successor_activation_authorization_may_remain_unbound,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-078,collection_phase_expected_active_source_may_remain_unbound,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-079,collection_phase_schema_must_not_claim_runtime_binding_complete,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-080,define_hash_locked_operational_collection_procedure_contract,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-081,operational_collection_adapter_creation,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-082,operational_collection_adapter_present,false,false,PASS,repository_scan,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-083,inert_collector_may_not_be_represented_as_live_adapter,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-084,action_time_confirmation_must_name_reviewed_procedure_contract_sha256,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-085,action_time_reviewed_procedure_contract_sha256,UNBOUND,UNBOUND,PASS,current_boundary,premature_binding
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-086,proposed_future_action_scope,EXACT_V4_TARGET_SANITIZED_RUNTIME_BINDING_EVIDENCE_COLLECTION_AND_OFFLINE_REVIEW_ONLY,EXACT_V4_TARGET_SANITIZED_RUNTIME_BINDING_EVIDENCE_COLLECTION_AND_OFFLINE_REVIEW_ONLY,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-087,proposed_future_render_target_info_apps_network_readonly_revalidation,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-088,proposed_future_target_status_required,AVAILABLE,AVAILABLE,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-089,proposed_future_target_lifecycle_max_hours,72,72,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-090,proposed_future_target_application_attachment_count_required,0,0,PASS,proposed_boundary,nonzero
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-091,proposed_future_target_open_connection_count_required,0,0,PASS,proposed_boundary,nonzero
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-092,proposed_future_initial_inbound_ip_rule_set_required,[],[],PASS,proposed_boundary,nonempty
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-093,proposed_future_final_inbound_ip_rule_set_required,[],[],PASS,proposed_boundary,nonempty
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-094,proposed_future_public_external_access_blocked_required,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-095,proposed_future_temporary_allowlist,EXACT_SINGLE_OPERATOR_IPV4_CIDR_32_ONLY_IF_DATABASE_METADATA_READ_REQUIRED,EXACT_SINGLE_OPERATOR_IPV4_CIDR_32_ONLY_IF_DATABASE_METADATA_READ_REQUIRED,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-096,proposed_future_maximum_allowlist_add_save_count,1,1,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-097,proposed_future_maximum_allowlist_remove_save_count,1,1,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-098,proposed_future_target_database_scope,READ_ONLY_IDENTITY_AND_SCHEMA_METADATA_ONLY,READ_ONLY_IDENTITY_AND_SCHEMA_METADATA_ONLY,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-099,proposed_future_production_database_connection,false,false,PASS,proposed_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-100,proposed_future_staging_database_connection,false,false,PASS,proposed_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-101,proposed_future_raw_value_output,false,false,PASS,proposed_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-102,proposed_future_output_types,LOWERCASE_SHA256_BOOLEAN_AND_FIXED_PUBLIC_SCHEMA_ONLY,LOWERCASE_SHA256_BOOLEAN_AND_FIXED_PUBLIC_SCHEMA_ONLY,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-103,proposed_future_cleanup_required_on_success_failure_or_ambiguity,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-104,raw_identifier_url_connection_or_credential_capture,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-105,render_readonly_access,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-106,render_control_plane_write,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-107,render_settings_change,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-108,temporary_inbound_allowlist_change,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-109,credential_or_connection_value_access,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-110,database_connection,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-111,database_read_write_export,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-112,runtime_evidence_collection,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-113,runner_creation,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-114,runner_activation,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-115,runner_import,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-116,runner_execution,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-117,backup_or_archive_access,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-118,restore_execution,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-119,pg_restore_or_psql_execution,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-120,migration_creation_or_execution,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-121,deployment,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-122,target_deletion,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-123,production_staging_v3_v4_resource_operations,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-124,preserve_existing_preparation_review_and_historical_files_byte_exact,true,true,PASS,repository_hash,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-125,ci_workflow_static_entrypoint_and_smoke_changed,false,false,PASS,repository_diff,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-126,operational_collection_procedure_contract_sha256,760275782eec85de09ae5dd0ac6955bec6b215886b6afc5a05fd1888bc45e1a5,760275782eec85de09ae5dd0ac6955bec6b215886b6afc5a05fd1888bc45e1a5,PASS,authorization_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-127,operational_collection_procedure_contract_defined,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-128,operational_collection_procedure_contract_reviewed,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-129,operational_collection_procedure_contract_hash_locked,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-130,operational_collection_procedure_contract_available,true,true,PASS,authorization_contract,false
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-131,operational_collection_procedure_form,NON_EXECUTABLE_ORDERED_CONTRACT_ONLY,NON_EXECUTABLE_ORDERED_CONTRACT_ONLY,PASS,authorization_contract,mismatch
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-132,operational_collection_procedure_current_execution,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-SRBE-V4-EXEC-AUTH-133,next_action,REQUEST_SEPARATE_ONE_TIME_ACTION_CONFIRMATION_NAMING_HASH_LOCKED_OPERATIONAL_PROCEDURE,REQUEST_SEPARATE_ONE_TIME_ACTION_CONFIRMATION_NAMING_HASH_LOCKED_OPERATIONAL_PROCEDURE,PASS,authorization_document,mismatch
