pilot_report_id,species_group,review_domain,pilot_scope_status,source_collection_execution_status,source_registry_status,evidence_table_status,collection_output_status,collector_assignment_status,second_reviewer_status,source_access_status,copyright_access_status,value_capture_policy,numeric_value_capture_status,route_frequency_capture_status,usable_medication_instruction_status,report_status,go_no_go_status,human_review_required,clinician_signoff_required,notes
pilot-report-bird-sedation_anesthesia_risk_source_review,bird,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-bird-emergency_stabilization_source_review,bird,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-ferret-analgesia_and_pain_control_source_review,ferret,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-ferret-antimicrobial_source_review,ferret,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-ferret-antiparasitic_source_review,ferret,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-ferret-fluid_and_supportive_care_source_review,ferret,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-ferret-sedation_anesthesia_risk_source_review,ferret,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-ferret-emergency_stabilization_source_review,ferret,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-turtle-analgesia_and_pain_control_source_review,turtle,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-turtle-antimicrobial_source_review,turtle,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-turtle-antiparasitic_source_review,turtle,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-turtle-fluid_and_supportive_care_source_review,turtle,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-turtle-sedation_anesthesia_risk_source_review,turtle,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-turtle-emergency_stabilization_source_review,turtle,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-lizard-analgesia_and_pain_control_source_review,lizard,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-lizard-antimicrobial_source_review,lizard,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-lizard-antiparasitic_source_review,lizard,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-lizard-fluid_and_supportive_care_source_review,lizard,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-lizard-sedation_anesthesia_risk_source_review,lizard,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-lizard-emergency_stabilization_source_review,lizard,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-snake-analgesia_and_pain_control_source_review,snake,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-snake-antimicrobial_source_review,snake,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-snake-antiparasitic_source_review,snake,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-snake-fluid_and_supportive_care_source_review,snake,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-snake-sedation_anesthesia_risk_source_review,snake,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-snake-emergency_stabilization_source_review,snake,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-amphibian-analgesia_and_pain_control_source_review,amphibian,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-amphibian-antimicrobial_source_review,amphibian,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-amphibian-antiparasitic_source_review,amphibian,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-amphibian-fluid_and_supportive_care_source_review,amphibian,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-amphibian-sedation_anesthesia_risk_source_review,amphibian,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-amphibian-emergency_stabilization_source_review,amphibian,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-fish-analgesia_and_pain_control_source_review,fish,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-fish-antimicrobial_source_review,fish,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-fish-antiparasitic_source_review,fish,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-fish-fluid_and_supportive_care_source_review,fish,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-fish-sedation_anesthesia_risk_source_review,fish,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-fish-emergency_stabilization_source_review,fish,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-guinea_pig-analgesia_and_pain_control_source_review,guinea_pig,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-guinea_pig-antimicrobial_source_review,guinea_pig,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-guinea_pig-antiparasitic_source_review,guinea_pig,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-guinea_pig-fluid_and_supportive_care_source_review,guinea_pig,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-guinea_pig-sedation_anesthesia_risk_source_review,guinea_pig,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-guinea_pig-emergency_stabilization_source_review,guinea_pig,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hamster-analgesia_and_pain_control_source_review,hamster,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hamster-antimicrobial_source_review,hamster,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hamster-antiparasitic_source_review,hamster,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hamster-fluid_and_supportive_care_source_review,hamster,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hamster-sedation_anesthesia_risk_source_review,hamster,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hamster-emergency_stabilization_source_review,hamster,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-chinchilla-analgesia_and_pain_control_source_review,chinchilla,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-chinchilla-antimicrobial_source_review,chinchilla,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-chinchilla-antiparasitic_source_review,chinchilla,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
