stage,species_group,review_domain,source_pack_required,source_review_status,drug_dose_status,dose_values_present,dose_output_enabled,clinician_review_required,required_source_fields,next_step
exotics_drug_dose_source_review_pack_v1,lizard,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,lizard,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,lizard,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,snake,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,snake,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,snake,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,snake,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,snake,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,snake,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,amphibian,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,amphibian,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,amphibian,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,amphibian,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,amphibian,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,amphibian,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,fish,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,fish,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,fish,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,fish,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,fish,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,fish,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,guinea_pig,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,guinea_pig,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,guinea_pig,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,guinea_pig,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,guinea_pig,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,guinea_pig,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hamster,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hamster,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hamster,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hamster,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hamster,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hamster,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,chinchilla,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,chinchilla,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,chinchilla,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,chinchilla,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,chinchilla,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,chinchilla,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,rat_mouse,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,rat_mouse,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,rat_mouse,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,rat_mouse,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,rat_mouse,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,rat_mouse,emergency_stabilization_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hedgehog,analgesia_and_pain_control_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hedgehog,antimicrobial_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hedgehog,antiparasitic_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hedgehog,fluid_and_supportive_care_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
exotics_drug_dose_source_review_pack_v1,hedgehog,sedation_anesthesia_risk_source_review,required,required_not_started,not_reviewed_not_enabled,false,false,true,source_title|edition_or_revision_date|author_or_organization|species_scope|drug_or_domain_scope|contraindication_notes|reviewer_id|review_date|review_status,GO_TO_EXOTICS_DRUG_DOSE_SOURCE_REVIEW_CONTROLLED_RESEARCH_V1
