control_id,control,expected,current,status,evidence
PMAI-P0-04-ARCI-V2-AUTH-CHK-043,member_extraction_scope,FORBIDDEN,FORBIDDEN,PASS,operation boundary
PMAI-P0-04-ARCI-V2-AUTH-CHK-044,archive_write_scope,FORBIDDEN,FORBIDDEN,PASS,operation boundary
PMAI-P0-04-ARCI-V2-AUTH-CHK-045,raw_member_names_allowed,false,false,PASS,evidence contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-046,raw_external_path_allowed,false,false,PASS,evidence contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-047,sanitized_reason_counters_required,true,true,PASS,evidence contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-048,leading_dot_prefix_supported,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-049,directory_root_marker_supported,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-050,internal_dot_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-051,parent_component_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-052,absolute_path_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-053,backslash_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-054,control_character_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-055,empty_component_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-056,drive_prefix_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-057,special_member_rejected_for_success,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-058,wrapped_classification,PG_DIRECTORY_ROOT_WRAPPED,PG_DIRECTORY_ROOT_WRAPPED,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-059,unwrapped_classification,PG_DIRECTORY_ROOT_UNWRAPPED,PG_DIRECTORY_ROOT_UNWRAPPED,PASS,predicate contract
PMAI-P0-04-ARCI-V2-AUTH-CHK-060,v1_root_contract_resolved,false,false,PASS,prior evidence
PMAI-P0-04-ARCI-V2-AUTH-CHK-061,backup_corruption_established,false,false,PASS,inference boundary
PMAI-P0-04-ARCI-V2-AUTH-CHK-062,archive_file_opened,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-063,backup_archive_listing_invoked,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-064,backup_member_headers_read,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-065,backup_member_payload_read,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-066,investigation_retry,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-067,active_v2_investigator_created,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-068,candidate_activated,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-069,candidate_executed,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-070,database_connection,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-071,restore_execution,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-072,restore_runner_created,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-073,target_created,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-074,migration_created,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-075,staging_0010_apply_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-076,application_deployment,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-077,resource_deleted,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-078,git_stage_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-079,git_commit_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-080,git_push_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-AUTH-CHK-081,decision,GO_TO_SEPARATE_REPOSITORY_APPLY_REVIEW_ONLY,GO_TO_SEPARATE_REPOSITORY_APPLY_REVIEW_ONLY,PASS,next gate
PMAI-P0-04-ARCI-V2-AUTH-CHK-082,next_action,REQUEST_SEPARATE_REPOSITORY_APPLY_AUTHORIZATION_FOR_EXACT_BUNDLE,REQUEST_SEPARATE_REPOSITORY_APPLY_AUTHORIZATION_FOR_EXACT_BUNDLE,PASS,next gate
