control_id,control,expected,current,status,evidence_source,hard_stop_if
PMAI-P0-04-ARR-V3-CA-AUTH-013,target_status_rechecked_by_review,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-014,planned_active_runner_path_present,false,false,PASS,repository_scan,true
PMAI-P0-04-ARR-V3-CA-AUTH-015,implementation_candidate_repository_executable,false,false,PASS,filesystem_mode,true
PMAI-P0-04-ARR-V3-CA-AUTH-016,implementation_candidate_active_twin_present,false,false,PASS,repository_scan,true
PMAI-P0-04-ARR-V3-CA-AUTH-017,implementation_candidate_ast_valid,true,true,PASS,static_parse,false
PMAI-P0-04-ARR-V3-CA-AUTH-018,implementation_candidate_imported,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-019,implementation_candidate_executed,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-020,execution_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-021,archive_access_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-022,member_payload_read_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-023,archive_extraction_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-024,target_preflight_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-025,database_connection_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-026,restore_execution_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-027,automatic_retry_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-028,manual_retry_enabled,false,false,PASS,candidate_literal,true
PMAI-P0-04-ARR-V3-CA-AUTH-029,activation_authorization_record_id_binding,UNBOUND,UNBOUND,PASS,candidate_literal,bound_without_separate_review
PMAI-P0-04-ARR-V3-CA-AUTH-030,expected_active_source_sha256_binding,UNBOUND,UNBOUND,PASS,candidate_literal,bound_without_separate_review
PMAI-P0-04-ARR-V3-CA-AUTH-031,expected_target_identity_sha256_binding,UNBOUND,UNBOUND,PASS,candidate_literal,bound_without_separate_review
PMAI-P0-04-ARR-V3-CA-AUTH-032,forbidden_production_identity_sha256_binding,UNBOUND,UNBOUND,PASS,candidate_literal,bound_without_separate_review
PMAI-P0-04-ARR-V3-CA-AUTH-033,forbidden_staging_identity_sha256_binding,UNBOUND,UNBOUND,PASS,candidate_literal,bound_without_separate_review
PMAI-P0-04-ARR-V3-CA-AUTH-034,expected_schema_manifest_sha256_binding,UNBOUND,UNBOUND,PASS,candidate_literal,bound_without_separate_review
PMAI-P0-04-ARR-V3-CA-AUTH-035,runtime_binding_contract_complete,false,false,PASS,authorization_review_document,true
PMAI-P0-04-ARR-V3-CA-AUTH-036,current_active_runner_creation_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-AUTH-037,current_runner_activation_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-AUTH-038,post_effective_creation_and_activation_eligible,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-CA-AUTH-039,post_effective_creation_execution_authorized,false,false,PASS,proposed_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-040,restore_runner_execution_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-AUTH-041,one_time_restore_execution_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-AUTH-042,provider_control_plane_opened,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-043,archive_file_opened,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-044,credential_collection_performed,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-045,target_accessed,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-046,database_connection,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-047,restore_execution,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-048,migration_created,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-049,migration_executed,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-050,target_modified,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-051,target_deleted,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-052,files_staged,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-053,files_committed,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-054,files_pushed,false,false,PASS,review_boundary,true
PMAI-P0-04-ARR-V3-CA-AUTH-055,next_subject,ACTIVE_RESTORE_RUNNER_V3_CREATION_AND_ACTIVATION_EXECUTION_AUTHORIZATION_V1,ACTIVE_RESTORE_RUNNER_V3_CREATION_AND_ACTIVATION_EXECUTION_AUTHORIZATION_V1,PASS,authorization_review_document,mismatch
