control_id,control,expected,current,status,evidence,on_failure
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-046,0010 executed,false,false,PASS,repository-only boundary,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-047,deployment,false,false,PASS,repository-only boundary,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-048,resource deletion,false,false,PASS,repository-only boundary,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-049,files staged,false,false,PASS,repository-only boundary,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-050,files committed,false,false,PASS,repository-only boundary,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-051,files pushed,false,false,PASS,repository-only boundary,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-052,backup restoreability verified,false,false,PASS,hard gate,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-053,restore rehearsal complete,false,false,PASS,hard gate,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-054,P0-04 execution authorized,false,false,PASS,hard gate,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-055,staging 0010 apply authorized,false,false,PASS,hard gate,HOLD
PMAI-P0-04-RR-V3-IMPL-PREP-CHK-056,next subject,RESTORE_RUNNER_V3_IMPLEMENTATION_AUTHORIZATION_REVIEW_V1,RESTORE_RUNNER_V3_IMPLEMENTATION_AUTHORIZATION_REVIEW_V1,PASS,package outcome,HOLD
