control_id,control,expected,current,status,evidence_source,hard_stop_if
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-011,target_contract_identity_sha256,e57fbfce3e490cdf185f83e9e376b20fe0ef665fbe293a512a6298d8a6420744,e57fbfce3e490cdf185f83e9e376b20fe0ef665fbe293a512a6298d8a6420744,PASS,published_target_evidence,mismatch
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-012,target_status_from_published_evidence,AVAILABLE,AVAILABLE,PASS,published_target_evidence,mismatch
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-013,target_status_rechecked_by_authorization,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-014,planned_active_runner_path_present,false,false,PASS,repository_scan,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-015,active_0010_migration_present,false,false,PASS,repository_scan,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-016,current_creation_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-017,current_activation_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-018,current_creation_and_activation_execution_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-019,post_effective_execution_eligible,true,true,PASS,proposed_boundary,false
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-020,post_effective_execution_authorized,false,false,PASS,proposed_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-021,one_time_confirmation_present,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-022,current_attempts_authorized,0,0,PASS,current_authority,nonzero
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-023,post_confirmation_attempts_authorized,1,1,PASS,proposed_boundary,mismatch
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-024,attempts_consumed,0,0,PASS,current_boundary,nonzero
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-025,activation_authorization_record_id_binding,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,PASS,authorization_document,premature_binding
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-026,expected_active_source_sha256_binding,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,PASS,authorization_document,premature_binding
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-027,expected_target_identity_sha256_binding,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,PASS,authorization_document,premature_binding
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-028,forbidden_production_identity_sha256_binding,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,PASS,authorization_document,premature_binding
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-029,forbidden_staging_identity_sha256_binding,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,PASS,authorization_document,premature_binding
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-030,expected_schema_manifest_sha256_binding,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,UNBOUND_UNTIL_ONE_TIME_CONFIRMATION,PASS,authorization_document,premature_binding
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-031,runtime_binding_contract_complete,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-032,active_runner_created,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-033,runner_activated,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-034,runner_imported,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-035,runner_executed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-036,archive_accessed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-037,credential_collection_performed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-038,target_accessed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-039,database_connection,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-040,restore_execution,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-041,migration_created,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-042,migration_executed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-043,deployment_performed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-044,resource_deleted,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-045,automatic_retry,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-046,manual_retry_authorized,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-047,authorization_reuse_allowed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-048,runner_execution_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-049,one_time_restore_execution_authorized,false,false,PASS,current_authority,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-050,repository_only,true,true,PASS,current_boundary,false
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-051,provider_control_plane_opened,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-052,target_modified,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-053,target_deleted,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-054,files_staged,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-055,files_committed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-056,files_pushed,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-057,restore_attempts_authorized,0,0,PASS,current_authority,nonzero
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-058,target_lifetime_extended,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-059,production_migration_authorized,false,false,PASS,current_boundary,true
PMAI-P0-04-ARR-V3-CA-EXEC-AUTH-060,next_action,REQUEST_SEPARATE_ONE_TIME_CREATION_AND_ACTIVATION_EXECUTION_CONFIRMATION,REQUEST_SEPARATE_ONE_TIME_CREATION_AND_ACTIVATION_EXECUTION_CONFIRMATION,PASS,authorization_document,mismatch
