control_id,control,expected,current,status,evidence
PMAI-P0-04-ARCI-V2-PREP-CHK-054,synthetic_internal_dot,REJECT,REJECT,PASS,synthetic model
PMAI-P0-04-ARCI-V2-PREP-CHK-055,synthetic_parent,REJECT,REJECT,PASS,synthetic model
PMAI-P0-04-ARCI-V2-PREP-CHK-056,sanitized_reason_counters_required,true,true,PASS,privacy contract
PMAI-P0-04-ARCI-V2-PREP-CHK-057,raw_member_names_allowed,false,false,PASS,privacy contract
PMAI-P0-04-ARCI-V2-PREP-CHK-058,raw_external_path_allowed,false,false,PASS,privacy contract
PMAI-P0-04-ARCI-V2-PREP-CHK-059,archive_path_echo_allowed,false,false,PASS,privacy contract
PMAI-P0-04-ARCI-V2-PREP-CHK-060,archive_file_opened,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-061,backup_archive_listing_invoked,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-062,investigation_retry,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-063,v2_investigation_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-064,v2_operator_command_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-065,database_connection,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-066,restore_execution,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-067,restore_runner_created,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-068,target_created,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-069,migration_created,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-070,staging_0010_apply_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-071,application_deployment,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-072,resource_deleted,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-073,git_stage_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-074,git_commit_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-075,git_push_authorized,false,false,PASS,current package
PMAI-P0-04-ARCI-V2-PREP-CHK-076,next_action,SEPARATE_ARCHIVE_ROOT_CONTRACT_INVESTIGATION_V2_AUTHORIZATION_REVIEW_REQUIRED,SEPARATE_ARCHIVE_ROOT_CONTRACT_INVESTIGATION_V2_AUTHORIZATION_REVIEW_REQUIRED,PASS,next gate
