control_id,control,expected,current,status,evidence,on_failure
PMAI-P0-04-FDTP-AUTH-V3-CHK-041,production excluded,true,true,PASS,identity contract,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-042,staging excluded,true,true,PASS,identity contract,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-043,prior retired target reuse,false,false,PASS,freshness boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-044,prior authorization reuse,false,false,PASS,freshness boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-045,current target provisioning authority,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-046,post-effective contract authority,true,true,PASS,proposed record,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-047,external provisioning execution authority,false,false,PASS,separate gate,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-048,one-time confirmation,false,false,PASS,separate gate,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-049,target selected,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-050,target created,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-051,credential collection,false,false,PASS,secret boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-052,archive access,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-053,active runner created,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-054,runner activation,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-055,runner execution,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-056,database connection,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-057,restore,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-058,0010 creation,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-059,0010 execution,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-060,deployment,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-061,deletion,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-062,stage,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-063,commit,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-064,push,false,false,PASS,current boundary,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-065,backup restoreability,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-066,restore rehearsal,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-067,P0-04 execution,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-068,staging 0010 apply,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-AUTH-V3-CHK-069,sole next subject,FRESH_DISPOSABLE_TARGET_PROVISIONING_EXTERNAL_EXECUTION_AUTHORIZATION_V3,FRESH_DISPOSABLE_TARGET_PROVISIONING_EXTERNAL_EXECUTION_AUTHORIZATION_V3,PASS,ordered gate,HOLD
