control_id,control,expected,current,status,evidence
PMAI-P0-04-ARCI-V3-AUTH-CHK-055,raw_member_names_allowed,false,false,PASS,privacy boundary
PMAI-P0-04-ARCI-V3-AUTH-CHK-056,raw_logical_root_allowed,false,false,PASS,privacy boundary
PMAI-P0-04-ARCI-V3-AUTH-CHK-057,raw_external_path_allowed,false,false,PASS,privacy boundary
PMAI-P0-04-ARCI-V3-AUTH-CHK-058,v3_leading_dot_prefix_supported,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-059,v3_root_marker_supported,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-060,v3_internal_dot_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-061,v3_parent_component_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-062,v3_absolute_path_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-063,v3_backslash_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-064,v3_control_character_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-065,v3_empty_component_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-066,v3_drive_prefix_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-067,v3_special_member_rejected_for_success,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-068,v3_excessive_depth_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-069,v3_excessive_name_bytes_rejected,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-070,v3_general_normpath_forbidden,true,true,PASS,predicate contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-071,v3_max_component_depth,64,64,PASS,bounded metrics
PMAI-P0-04-ARCI-V3-AUTH-CHK-072,v3_max_name_bytes,4096,4096,PASS,bounded metrics
PMAI-P0-04-ARCI-V3-AUTH-CHK-073,v3_max_count,30,30,PASS,bounded metrics
PMAI-P0-04-ARCI-V3-AUTH-CHK-074,v3_max_uncompressed_size,1073741824,1073741824,PASS,bounded metrics
PMAI-P0-04-ARCI-V3-AUTH-CHK-075,v3_numeric_saturation_flag,true,true,PASS,bounded metrics
PMAI-P0-04-ARCI-V3-AUTH-CHK-076,v3_unwrapped_classification,PG_DIRECTORY_ROOT_UNWRAPPED,PG_DIRECTORY_ROOT_UNWRAPPED,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-077,v3_wrapped_classification,PG_DIRECTORY_ROOT_WRAPPED,PG_DIRECTORY_ROOT_WRAPPED,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-078,v3_deep_wrapped_classification,PG_DIRECTORY_ROOT_DEEP_WRAPPED,PG_DIRECTORY_ROOT_DEEP_WRAPPED,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-079,v3_mixed_classification,MIXED_TOP_LEVEL,MIXED_TOP_LEVEL,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-080,v3_divergent_classification,SHARED_TOP_LEVEL_DIVERGENT_SUBTREE,SHARED_TOP_LEVEL_DIVERGENT_SUBTREE,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-081,v3_ambiguous_classification,NONE_OR_AMBIGUOUS,NONE_OR_AMBIGUOUS,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-082,toc_depth_metric,true,true,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-083,shared_prefix_depth_metric,true,true,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-084,top_level_component_count_metric,true,true,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-085,member_depth_min_metric,true,true,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-086,member_depth_max_metric,true,true,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-087,wrapper_depth_metric,true,true,PASS,classification contract
PMAI-P0-04-ARCI-V3-AUTH-CHK-088,logical_root_hash_only,true,true,PASS,privacy boundary
PMAI-P0-04-ARCI-V3-AUTH-CHK-089,member_name_set_hash_only,true,true,PASS,privacy boundary
PMAI-P0-04-ARCI-V3-AUTH-CHK-090,repository_only,true,true,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-091,network_access,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-092,external_execution,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-093,archive_file_opened,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-094,backup_archive_listing_invoked,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-095,backup_archive_member_headers_read,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-096,backup_archive_member_payload_read,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-097,backup_archive_extracted,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-098,backup_archive_modified,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-099,investigation_retry,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-100,active_v3_investigator_created,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-101,database_connection,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-102,database_write,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-103,restore_execution,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-104,migration_created,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-105,migration_executed,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-106,target_created,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-107,runner_created,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-108,locked_runner_invoked,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-109,application_deployment,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-110,resource_deleted,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-111,git_stage_authorized,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-112,git_commit_authorized,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-113,git_push_authorized,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-114,p0_04_execution_authorized,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-115,staging_0010_apply_authorized,false,false,PASS,current scope
PMAI-P0-04-ARCI-V3-AUTH-CHK-116,next_action,REQUEST_SEPARATE_REPOSITORY_APPLY_AUTHORIZATION_FOR_EXACT_BUNDLE,REQUEST_SEPARATE_REPOSITORY_APPLY_AUTHORIZATION_FOR_EXACT_BUNDLE,PASS,decision
