table_id,species_group,species_label,review_domain,domain_label,prior_stage,table_status,source_rows_allowed,citation_metadata_required,species_applicability_required,indication_category_required,qualitative_evidence_strength_only,contraindication_theme_required,monitoring_theme_required,source_conflict_review_required,numeric_dose_value_column_present,route_text_column_present,frequency_text_column_present,prescription_direction_column_present,treatment_protocol_column_present,human_review_required,source_review_status,notes
exotics_evidence_table__ferret__antiparasitic_source_review,ferret,Ferret / mustelid,antiparasitic_source_review,Antiparasitic source evidence table shell,post-ferret-deepening,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__ferret__fluid_and_supportive_care_source_review,ferret,Ferret / mustelid,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-ferret-deepening,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__ferret__sedation_anesthesia_risk_source_review,ferret,Ferret / mustelid,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-ferret-deepening,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__ferret__emergency_stabilization_source_review,ferret,Ferret / mustelid,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-ferret-deepening,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__turtle__analgesia_and_pain_control_source_review,turtle,Chelonian / turtle / tortoise,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__turtle__antimicrobial_source_review,turtle,Chelonian / turtle / tortoise,antimicrobial_source_review,Antimicrobial source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__turtle__antiparasitic_source_review,turtle,Chelonian / turtle / tortoise,antiparasitic_source_review,Antiparasitic source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__turtle__fluid_and_supportive_care_source_review,turtle,Chelonian / turtle / tortoise,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__turtle__sedation_anesthesia_risk_source_review,turtle,Chelonian / turtle / tortoise,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__turtle__emergency_stabilization_source_review,turtle,Chelonian / turtle / tortoise,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__lizard__analgesia_and_pain_control_source_review,lizard,Lizard,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__lizard__antimicrobial_source_review,lizard,Lizard,antimicrobial_source_review,Antimicrobial source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__lizard__antiparasitic_source_review,lizard,Lizard,antiparasitic_source_review,Antiparasitic source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__lizard__fluid_and_supportive_care_source_review,lizard,Lizard,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__lizard__sedation_anesthesia_risk_source_review,lizard,Lizard,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__lizard__emergency_stabilization_source_review,lizard,Lizard,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__snake__analgesia_and_pain_control_source_review,snake,Snake,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__snake__antimicrobial_source_review,snake,Snake,antimicrobial_source_review,Antimicrobial source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__snake__antiparasitic_source_review,snake,Snake,antiparasitic_source_review,Antiparasitic source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__snake__fluid_and_supportive_care_source_review,snake,Snake,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__snake__sedation_anesthesia_risk_source_review,snake,Snake,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__snake__emergency_stabilization_source_review,snake,Snake,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__amphibian__analgesia_and_pain_control_source_review,amphibian,Amphibian,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__amphibian__antimicrobial_source_review,amphibian,Amphibian,antimicrobial_source_review,Antimicrobial source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__amphibian__antiparasitic_source_review,amphibian,Amphibian,antiparasitic_source_review,Antiparasitic source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__amphibian__fluid_and_supportive_care_source_review,amphibian,Amphibian,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__amphibian__sedation_anesthesia_risk_source_review,amphibian,Amphibian,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__amphibian__emergency_stabilization_source_review,amphibian,Amphibian,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__fish__analgesia_and_pain_control_source_review,fish,Fish / aquatic species,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__fish__antimicrobial_source_review,fish,Fish / aquatic species,antimicrobial_source_review,Antimicrobial source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__fish__antiparasitic_source_review,fish,Fish / aquatic species,antiparasitic_source_review,Antiparasitic source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__fish__fluid_and_supportive_care_source_review,fish,Fish / aquatic species,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__fish__sedation_anesthesia_risk_source_review,fish,Fish / aquatic species,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__fish__emergency_stabilization_source_review,fish,Fish / aquatic species,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-reptile-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__guinea_pig__analgesia_and_pain_control_source_review,guinea_pig,Guinea pig,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__guinea_pig__antimicrobial_source_review,guinea_pig,Guinea pig,antimicrobial_source_review,Antimicrobial source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__guinea_pig__antiparasitic_source_review,guinea_pig,Guinea pig,antiparasitic_source_review,Antiparasitic source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__guinea_pig__fluid_and_supportive_care_source_review,guinea_pig,Guinea pig,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__guinea_pig__sedation_anesthesia_risk_source_review,guinea_pig,Guinea pig,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__guinea_pig__emergency_stabilization_source_review,guinea_pig,Guinea pig,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hamster__analgesia_and_pain_control_source_review,hamster,Hamster,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hamster__antimicrobial_source_review,hamster,Hamster,antimicrobial_source_review,Antimicrobial source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hamster__antiparasitic_source_review,hamster,Hamster,antiparasitic_source_review,Antiparasitic source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hamster__fluid_and_supportive_care_source_review,hamster,Hamster,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hamster__sedation_anesthesia_risk_source_review,hamster,Hamster,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hamster__emergency_stabilization_source_review,hamster,Hamster,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__chinchilla__analgesia_and_pain_control_source_review,chinchilla,Chinchilla,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__chinchilla__antimicrobial_source_review,chinchilla,Chinchilla,antimicrobial_source_review,Antimicrobial source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__chinchilla__antiparasitic_source_review,chinchilla,Chinchilla,antiparasitic_source_review,Antiparasitic source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__chinchilla__fluid_and_supportive_care_source_review,chinchilla,Chinchilla,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__chinchilla__sedation_anesthesia_risk_source_review,chinchilla,Chinchilla,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__chinchilla__emergency_stabilization_source_review,chinchilla,Chinchilla,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__rat_mouse__analgesia_and_pain_control_source_review,rat_mouse,Rat / mouse,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__rat_mouse__antimicrobial_source_review,rat_mouse,Rat / mouse,antimicrobial_source_review,Antimicrobial source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__rat_mouse__antiparasitic_source_review,rat_mouse,Rat / mouse,antiparasitic_source_review,Antiparasitic source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__rat_mouse__fluid_and_supportive_care_source_review,rat_mouse,Rat / mouse,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__rat_mouse__sedation_anesthesia_risk_source_review,rat_mouse,Rat / mouse,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__rat_mouse__emergency_stabilization_source_review,rat_mouse,Rat / mouse,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hedgehog__analgesia_and_pain_control_source_review,hedgehog,Hedgehog,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hedgehog__antimicrobial_source_review,hedgehog,Hedgehog,antimicrobial_source_review,Antimicrobial source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hedgehog__antiparasitic_source_review,hedgehog,Hedgehog,antiparasitic_source_review,Antiparasitic source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hedgehog__fluid_and_supportive_care_source_review,hedgehog,Hedgehog,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hedgehog__sedation_anesthesia_risk_source_review,hedgehog,Hedgehog,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__hedgehog__emergency_stabilization_source_review,hedgehog,Hedgehog,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__sugar_glider__analgesia_and_pain_control_source_review,sugar_glider,Sugar glider,analgesia_and_pain_control_source_review,Pain-control source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__sugar_glider__antimicrobial_source_review,sugar_glider,Sugar glider,antimicrobial_source_review,Antimicrobial source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__sugar_glider__antiparasitic_source_review,sugar_glider,Sugar glider,antiparasitic_source_review,Antiparasitic source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__sugar_glider__fluid_and_supportive_care_source_review,sugar_glider,Sugar glider,fluid_and_supportive_care_source_review,Supportive-care source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__sugar_glider__sedation_anesthesia_risk_source_review,sugar_glider,Sugar glider,sedation_anesthesia_risk_source_review,Sedation/anesthesia risk source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
exotics_evidence_table__sugar_glider__emergency_stabilization_source_review,sugar_glider,Sugar glider,emergency_stabilization_source_review,Emergency stabilization source evidence table shell,post-small-mammal-split,schema_only_no_evidence_rows,true,true,true,true,true,true,true,true,false,false,false,false,false,true,not_started,Schema shell only; no evidence rows or usable medication instructions are included.
