control_id,control,expected,current,status,evidence
PMAI-P0-04-ARCI-V3-PREP-CHK-040,v3_rejects_special_member_for_success,true,true,PASS,path contract
PMAI-P0-04-ARCI-V3-PREP-CHK-041,v3_rejects_excessive_component_depth,true,true,PASS,path contract
PMAI-P0-04-ARCI-V3-PREP-CHK-042,v3_rejects_excessive_member_name_bytes,true,true,PASS,path contract
PMAI-P0-04-ARCI-V3-PREP-CHK-043,v3_general_normpath_forbidden,true,true,PASS,path contract
PMAI-P0-04-ARCI-V3-PREP-CHK-044,v3_max_normalized_component_depth,64,64,PASS,bounded metrics
PMAI-P0-04-ARCI-V3-PREP-CHK-045,v3_max_member_name_utf8_bytes,4096,4096,PASS,bounded metrics
PMAI-P0-04-ARCI-V3-PREP-CHK-046,v3_toc_dat_normalized_depth_metric,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-047,v3_shared_prefix_depth_metric,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-048,v3_top_level_component_count_metric,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-049,v3_member_depth_min_metric,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-050,v3_member_depth_max_metric,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-051,v3_wrapper_depth_metric,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-052,v3_numeric_metrics_bounded,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-053,v3_numeric_saturation_flag_required,true,true,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-054,v3_max_sanitized_count,30,30,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-055,v3_max_sanitized_uncompressed_size_bytes,1073741824,1073741824,PASS,depth contract
PMAI-P0-04-ARCI-V3-PREP-CHK-056,v3_unwrapped_root_classification,PG_DIRECTORY_ROOT_UNWRAPPED,PG_DIRECTORY_ROOT_UNWRAPPED,PASS,classification contract
PMAI-P0-04-ARCI-V3-PREP-CHK-057,v3_single_wrapper_classification,PG_DIRECTORY_ROOT_WRAPPED,PG_DIRECTORY_ROOT_WRAPPED,PASS,classification contract
PMAI-P0-04-ARCI-V3-PREP-CHK-058,v3_deep_wrapper_classification,PG_DIRECTORY_ROOT_DEEP_WRAPPED,PG_DIRECTORY_ROOT_DEEP_WRAPPED,PASS,classification contract
PMAI-P0-04-ARCI-V3-PREP-CHK-059,v3_mixed_top_level_classification,MIXED_TOP_LEVEL,MIXED_TOP_LEVEL,PASS,classification contract
PMAI-P0-04-ARCI-V3-PREP-CHK-060,v3_divergent_subtree_classification,SHARED_TOP_LEVEL_DIVERGENT_SUBTREE,SHARED_TOP_LEVEL_DIVERGENT_SUBTREE,PASS,classification contract
PMAI-P0-04-ARCI-V3-PREP-CHK-061,v3_ambiguous_classification,NONE_OR_AMBIGUOUS,NONE_OR_AMBIGUOUS,PASS,classification contract
PMAI-P0-04-ARCI-V3-PREP-CHK-062,v3_all_members_contained_by_identified_root_required,true,true,PASS,classification contract
PMAI-P0-04-ARCI-V3-PREP-CHK-063,synthetic_fixtures_are_archive_evidence,false,false,PASS,synthetic fixtures
PMAI-P0-04-ARCI-V3-PREP-CHK-064,v3_raw_member_names_output_allowed,false,false,PASS,sanitized output
PMAI-P0-04-ARCI-V3-PREP-CHK-065,v3_raw_external_path_output_allowed,false,false,PASS,sanitized output
PMAI-P0-04-ARCI-V3-PREP-CHK-066,v3_archive_path_echo_allowed,false,false,PASS,sanitized output
PMAI-P0-04-ARCI-V3-PREP-CHK-067,v3_member_payload_read_allowed_in_future,false,false,PASS,sanitized output
PMAI-P0-04-ARCI-V3-PREP-CHK-068,v3_member_extraction_allowed_in_future,false,false,PASS,sanitized output
PMAI-P0-04-ARCI-V3-PREP-CHK-069,v3_archive_modification_allowed_in_future,false,false,PASS,sanitized output
PMAI-P0-04-ARCI-V3-PREP-CHK-070,v3_restore_execution_allowed_in_future,false,false,PASS,sanitized output
PMAI-P0-04-ARCI-V3-PREP-CHK-071,v3_single_attempt_budget_required,true,true,PASS,future authorization contract
PMAI-P0-04-ARCI-V3-PREP-CHK-072,v3_expected_attempt_number,1,1,PASS,future authorization contract
PMAI-P0-04-ARCI-V3-PREP-CHK-073,v3_expected_cumulative_attempt_number,3,3,PASS,future authorization contract
PMAI-P0-04-ARCI-V3-PREP-CHK-074,repository_only,true,true,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-075,network_access,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-076,external_execution,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-077,archive_file_opened,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-078,backup_archive_listing_invoked,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-079,backup_archive_member_headers_read,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-080,backup_archive_member_payload_read,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-081,investigation_retry,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-082,additional_archive_listing_attempt_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-083,authorization_reuse_allowed,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-084,v3_investigation_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-085,v3_archive_listing_attempt_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-086,v3_source_activation_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-087,new_active_investigator_created,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-088,new_investigator_executed,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-089,database_connection,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-090,restore_execution,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-091,migration_created,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-092,migration_executed,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-093,restore_runner_created,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-094,locked_runner_invoked,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-095,application_deployment,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-096,resource_deleted,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-097,git_stage_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-098,git_commit_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-099,git_push_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-100,p0_04_execution_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-101,staging_0010_apply_authorized,false,false,PASS,authorization state
PMAI-P0-04-ARCI-V3-PREP-CHK-102,next_action,SEPARATE_ARCHIVE_ROOT_CONTRACT_INVESTIGATION_V3_AUTHORIZATION_REVIEW_REQUIRED,SEPARATE_ARCHIVE_ROOT_CONTRACT_INVESTIGATION_V3_AUTHORIZATION_REVIEW_REQUIRED,PASS,decision record
