control_id,control,expected,current,status,evidence,on_failure
PMAI-P0-04-FDTP-PREP-V3-CHK-026,provider binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-027,region binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-028,target identity binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-029,server version binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-030,cost ceiling binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-031,expiry binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-032,deletion owner binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-033,network boundary binding,UNBOUND,UNBOUND,PASS,later review,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-034,credential repository storage,forbidden,forbidden,PASS,secret boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-035,connection URL evidence,forbidden,forbidden,PASS,secret boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-036,fresh target selected,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-037,fresh target authorized,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-038,fresh target created,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-039,prior retired target reuse,false,false,PASS,freshness boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-040,prior authorization reuse,false,false,PASS,freshness boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-041,credential collection,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-042,database connection,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-043,restore,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-044,0010 creation,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-045,0010 execution,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-046,deployment,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-047,deletion,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-048,stage,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-049,commit,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-050,push,false,false,PASS,scope boundary,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-051,backup restoreability,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-052,restore rehearsal,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-053,P0-04 execution,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-054,staging 0010 apply,false,false,PASS,hard gate,HOLD
PMAI-P0-04-FDTP-PREP-V3-CHK-055,sole next subject,FRESH_DISPOSABLE_TARGET_PROVISIONING_AUTHORIZATION_REVIEW_V3,FRESH_DISPOSABLE_TARGET_PROVISIONING_AUTHORIZATION_REVIEW_V3,PASS,ordered gate,HOLD
